step,time_fs,target_au,lagrange_au,free_energy_au,free_energy_ev
66,65.99999999999999,0.844329636074014,-0.002366108,1.7853595253771892e-05,0.00048582107632992507
67,66.99999999999999,0.8439516908474491,-0.002798849,1.6877559831991198e-05,0.0004592617994780848
68,67.99999999999999,0.8435737456208847,-0.003043869,1.577344614285968e-05,0.00042921733542364434
69,68.99999999999999,0.8431958003943198,-0.003226484,1.4588521150247184e-05,0.0003969738837771412
70,69.99999999999999,0.8428178551677559,-0.003184613,1.3376999396150885e-05,0.00036400669738101
71,70.99999999999999,0.842439909941191,-0.00303012,1.2202585060289152e-05,0.0003320492552750509
72,71.99999999999999,0.8420619647146261,-0.002730827,1.111392385071834e-05,0.000302425274610395
73,72.99999999999999,0.8416840194880622,-0.002268382,1.016921026164396e-05,0.00027671830824625845
74,73.99999999999999,0.8413060742614973,-0.001644213,9.429836959778709e-06,0.00025659893574923165
75,74.99999999999999,0.8409281290349324,-0.001279763,8.87728557388399e-06,0.00024156324656689448
76,75.99999999999999,0.8405501838083684,-0.000901776,8.46503444807674e-06,0.00023034532195221003
77,76.99999999999999,0.8401722385818036,-0.000959292,8.113343564620682e-06,0.00022077532548329446
78,77.99999999999999,0.8397942933552387,-0.000985849,7.74576518664814e-06,0.00021077300826460987
79,78.99999999999999,0.8394163481286743,-0.001241769,7.324806391793455e-06,0.00019931813590417342
80,79.99999999999999,0.8390384029021098,-0.001409916,6.823710547741986e-06,0.00018568262334542953
81,80.99999999999999,0.838660457675545,-0.001566825,6.261188021907426e-06,0.00017037560562287654
82,81.99999999999999,0.8382825124489806,-0.001380961,5.704137198090455e-06,0.00015521748049734713
83,82.99999999999999,0.8379045672224157,-0.001330019,5.191836222934412e-06,0.00014127706078817976
84,83.99999999999999,0.8375266219958513,-0.000939351,4.762987443529965e-06,0.00012960749101068484
85,84.99999999999999,0.8371486767692868,-0.000694983,4.454143076573855e-06,0.00012120340765154446
86,85.99999999999999,0.836770731542722,-0.000257224,4.274202031398158e-06,0.0001163069623697618
87,86.99999999999999,0.8363927863161571,0.000138338,4.251735833295478e-06,0.0001156956259757109
88,87.99999999999999,0.8360148410895931,0.000671909,4.4048503262896204e-06,0.00011986208358443313
89,88.99999999999999,0.8356368958630283,0.000900754,4.702040563211999e-06,0.00012794904190986463
90,89.99999999999999,0.8352589506364634,0.001238851,5.106367311453869e-06,0.0001389513332258585
91,90.99999999999999,0.8348810054098994,0.001277413,5.581872295242036e-06,0.00015189048300161062
92,91.99999999999999,0.8345030601833345,0.001195895,6.049259771454049e-06,0.00016460874414335323
93,92.99999999999999,0.8341251149567697,0.000874552,6.440517551706543e-06,0.00017525541072355171
94,93.99999999999999,0.8337471697302052,0.000680202,6.7343234780976475e-06,0.0001832502772679404
95,94.99999999999999,0.8333692245036408,0.000293319,6.918292285552843e-06,0.00018825632354481752
96,95.99999999999999,0.832991279277076,0.000194228,7.0104253162407875e-06,0.00019076339102888062
97,96.99999999999999,0.8326133340505115,3.5224e-05,7.053785460303637e-06,0.00019194328065665653
98,97.99999999999999,0.8322353888239467,0.000128069,7.084643365244343e-06,0.00019278296702674005
99,98.99999999999999,0.8318574435973822,0.000346134,7.174254745380649e-06,0.0001952214169036651
100,99.99999999999999,0.8314794983708178,0.000742606,7.379996788365617e-06,0.00020081994310236774
101,100.99999999999999,0.8311015531442529,0.000931858,7.696424626292746e-06,0.00020943038321918577
102,101.99999999999999,0.8307236079176881,0.001125891,8.085282832301782e-06,0.0002200117540578196
103,102.99999999999999,0.8303456626911241,0.000996228,8.486305205427798e-06,0.00023092412874623435
104,103.99999999999999,0.8299677174645592,0.000621698,8.792048909745172e-06,0.00023924383877669357
105,104.99999999999999,0.8295897722379943,0.000273126,8.961146139452891e-06,0.00024384520880739685
106,105.99999999999999,0.8292118270114304,-0.0002103,8.973018532854964e-06,0.000244168273089925
107,106.99999999999999,0.8288338817848655,-0.000698949,8.801195373200647e-06,0.00023949272672656532
108,107.99999999999999,0.8284559365583011,-0.00112109,8.457257847094949e-06,0.00023013370985921355
109,108.99999999999999,0.8280779913317367,-0.001473822,7.966890545217355e-06,0.00021679013580541936
110,109.99999999999999,0.8277000461051718,-0.001658213,7.375021706375735e-06,0.0002006845642247356
111,110.99999999999999,0.8273221008786074,-0.001698041,6.74078161715657e-06,0.00018342601218430303
112,111.99999999999999,0.8269441556520425,-0.001547751,6.127415820745795e-06,0.00016673547858809138
113,112.99999999999999,0.8265662104254781,-0.00129409,5.590385700443017e-06,0.00015212214455880308
114,113.99999999999999,0.8261882651989136,-0.000840669,5.186974713485112e-06,0.00014114477237681632
115,114.99999999999999,0.8258103199723488,-0.000448542,4.9433491417428284e-06,0.0001345153828447374
116,115.99999999999999,0.8254323747457839,5.5028e-05,4.868985772799658e-06,0.00013249185248987187
117,116.99999999999999,0.8250544295192199,0.000347949,4.9451373895823185e-06,0.0001345640435474013
118,117.99999999999999,0.824676484292655,0.000479039,5.101415473095419e-06,0.00013881658683965903
119,118.99999999999999,0.8242985390660902,0.000249486,5.239086746186905e-06,0.00014256281302672837
120,119.99999999999999,0.8239205938395262,-4.6104e-05,5.277520374221485e-06,0.00014360864532401196
121,120.99999999999999,0.8235426486129613,-0.000568738,5.161332074725771e-06,0.00014044700062916955
122,121.99999999999999,0.8231647033863965,-0.001056471,4.854212082865861e-06,0.00013208983990680486
123,122.99999999999999,0.822786758159832,-0.001717308,4.330043816568303e-06,0.0001178264947546921
124,123.99999999999999,0.8224088129332676,-0.002170695,3.59531772920889e-06,9.78335794065516e-05
125,124.99999999999999,0.8220308677067028,-0.002362749,2.7386209693599382e-06,7.452167297861534e-05
126,125.99999999999999,0.8216529224801383,-0.002442622,1.8305374536989709e-06,4.981146169035007e-05
127,126.99999999999999,0.8212749772535735,-0.002248495,9.440448149959591e-07,2.568876809437733e-05
128,127.99999999999999,0.820897032027009,-0.001779808,1.8280586999304002e-07,4.9744011364144795e-06
129,128.99999999999997,0.8205190868004446,-0.001310293,-4.011385912832008e-07,-1.091553714557869e-05
130,129.99999999999997,0.8201411415738797,-0.000514194,-7.459166675727799e-07,-2.0297426548643146e-05
131,130.99999999999997,0.8197631963473149,0.000286487,-7.88947054425452e-07,-2.146834302560549e-05
132,131.99999999999997,0.8193852511207509,0.00124694,-4.991713469578183e-07,-1.3583144324999282e-05
133,132.99999999999997,0.819007305894186,0.002267953,1.6504716865983624e-07,4.491162255209529e-06
134,133.99999999999997,0.8186293606676212,0.00307744,1.1751800528907365e-06,3.197827832779044e-05
135,134.99999999999997,0.8182514154410572,0.003844666,2.483268513127808e-06,6.75731786632211e-05
136,135.99999999999997,0.8178734702144923,0.004403529,4.041951477139788e-06,0.0001099871028319925
137,136.99999999999997,0.8174955249879274,0.004865024,5.793454158895267e-06,0.00015764791881612463
138,137.99999999999997,0.8171175797613635,0.005214482,7.698204748309864e-06,0.00020947882280695856
139,138.99999999999997,0.8167396345347986,0.005446702,9.712876549473282e-06,0.00026430083534731663
140,139.99999999999997,0.8163616893082337,0.005790807,1.183645799198662e-05,0.00032208643020435946
141,140.99999999999997,0.8159837440816693,0.006144058,1.4091820620208048e-05,0.00038345797380565934
142,141.99999999999997,0.8156057988551044,0.006674994,1.6514270376449712e-05,0.00044937618978425074
143,142.99999999999997,0.81522785362854,0.007390884,1.917233610021969e-05,0.0005217058428609772
144,143.99999999999997,0.8148499084019756,0.008144082,2.210801922249133e-05,0.0006015898501969389
145,144.99999999999997,0.8144719631754107,0.008853246,2.53200487134677e-05,0.0006889936253094011
146,145.99999999999997,0.8140940179488458,0.009414739,2.877219757831951e-05,0.0007829313814495327
147,146.99999999999997,0.8137160727222819,0.009799651,3.240319106924476e-05,0.0008817357477877679
148,147.99999999999997,0.813338127495717,0.009992621,3.61433884318788e-05,0.0009835117028586286
149,148.99999999999997,0.812960182269153,0.009866543,3.989622655056052e-05,0.0010856316304247438
150,149.99999999999997,0.8125822370425881,0.009501655,4.355628554118949e-05,0.0011852269093018497
151,150.99999999999997,0.8122042918160233,0.008847504,4.702377406895188e-05,0.0012795820789343244
152,151.99999999999997,0.8118263465894588,0.008133884,5.023279133647253e-05,0.0013669038872708738
153,152.99999999999997,0.8114484013628944,0.007341925,5.315729540586023e-05,0.001446483697080946
154,153.99999999999997,0.8110704561363296,0.006370611,5.574858916850781e-05,0.001516996392533169
155,154.99999999999997,0.8106925109097651,0.00541087,5.797496642141355e-05,0.0015775792038912686
156,155.99999999999997,0.8103145656832003,0.004634443,5.987325547026219e-05,0.0016292342804060183
157,156.99999999999997,0.8099366204566358,0.003929133,6.149153680602376e-05,0.0016732699588880996
158,157.99999999999997,0.8095586752300714,0.003483738,6.289236641081832e-05,0.0017113884743289792
159,158.99999999999997,0.8091807300035065,0.003252498,6.416533053142461e-05,0.0017460275926920814
160,159.99999999999997,0.8088027847769417,0.003294918,6.540261284319094e-05,0.0017796957595728842
161,160.99999999999997,0.8084248395503777,0.003473508,6.668165999221879e-05,0.0018145004055719106
162,161.99999999999997,0.8080468943238128,0.003795155,6.805523823439713e-05,0.0018518773736589107
163,162.99999999999997,0.807668949097248,0.003960133,6.952077527451398e-05,0.0018917566681153322
164,163.99999999999997,0.807291003870684,0.004146455,7.10526983936769e-05,0.0019334424198100332
165,164.99999999999997,0.8069130586441191,0.004145473,7.261964569698555e-05,0.001976081228107474
166,165.99999999999997,0.8065351134175542,0.003955247,7.415045992485372e-05,0.002017736805332849
167,166.99999999999997,0.8061571681909898,0.003545972,7.556798488208655e-05,0.002056309624457439
168,167.99999999999997,0.8057792229644254,0.003064263,7.681713826444665e-05,0.002090300819625322
169,168.99999999999997,0.8054012777378605,0.002534277,7.787510899881213e-05,0.002119089669915093
170,169.99999999999997,0.8050233325112961,0.001981055,7.87283830866893e-05,0.0021423084406940116
171,170.99999999999997,0.8046453872847312,0.001458714,7.937840522370675e-05,0.0021599964441328355
172,171.99999999999997,0.8042674420581668,0.001021739,7.984714290924066e-05,0.0021727514463419496
173,172.99999999999997,0.8038894968316024,0.000526224,8.013966552261496e-05,0.0021807113921601634
174,173.99999999999997,0.8035115516050375,5.153e-06,8.024008122294308e-05,0.002183443842566953
175,174.99999999999997,0.8031336063784726,-0.000522177,8.01423778465334e-05,0.0021807851982539326
176,175.99999999999997,0.8027556611519087,-0.00113686,7.982886528911138e-05,0.0021722540869609543
177,176.99999999999997,0.8023777159253438,-0.001762028,7.928105484813869e-05,0.002157347405462061
178,177.99999999999997,0.8019997706987789,-0.002539607,7.846816364080209e-05,0.0021352275088432574
179,178.99999999999997,0.8016218254722149,-0.003147174,7.739351777406797e-05,0.002105984905085901
180,179.99999999999997,0.8012438802456501,-0.004026666,7.60378584819989e-05,0.0020690955364714467
181,180.99999999999997,0.8008659350190852,-0.004884651,7.435386362072193e-05,0.0020232717018649803
182,181.99999999999997,0.8004879897925212,-0.005841989,7.232682242818351e-05,0.001968113101038289
183,182.99999999999997,0.8001100445659564,-0.006797212,6.993835958541328e-05,0.0019031197160894779
184,183.99999999999997,0.7997320993393915,-0.007663314,6.720571619775666e-05,0.0018287607013954086
185,184.99999999999997,0.7993541541128271,-0.008293501,6.41903151675445e-05,0.0017467074592757551
186,185.99999999999997,0.7989762088862626,-0.00879328,6.096138150939219e-05,0.0016588436983411016
187,186.99999999999997,0.7985982636596978,-0.008810152,5.763481496161497e-05,0.0015683232111365528
188,187.99999999999997,0.7982203184331333,-0.008626139,5.433983348539436e-05,0.0014786621975137382
189,188.99999999999997,0.7978423732065685,-0.008106404,5.117784110782595e-05,0.0013926200016208543
190,189.99999999999997,0.7974644279800045,-0.007469282,4.823446302074145e-05,0.0013125266036252206
191,190.99999999999997,0.7970864827534396,-0.006637516,4.556866453763596e-05,0.0012399865314474683
192,191.99999999999997,0.7967085375268748,-0.005686418,4.3239778523737404e-05,0.0011766143146003953
193,192.99999999999997,0.7963305923003108,-0.004920741,4.123531596800656e-05,0.001122070109780783
194,193.99999999999997,0.7959526470737459,-0.004233973,3.9505325739574523e-05,0.001074994677473134
195,194.99999999999997,0.795574701847181,-0.003697504,3.800649380369609e-05,0.001034209382748124
196,195.99999999999997,0.7951967566206166,-0.003530888,3.6640525677627236e-05,0.000997039496469956
197,196.99999999999997,0.7948188113940522,-0.003357195,3.533886663261187e-05,0.0009616195494354589
198,197.99999999999997,0.7944408661674873,-0.003377553,3.406618370325414e-05,0.0009269880826760303
199,198.99999999999997,0.7940629209409229,-0.003522999,3.2762168358723754e-05,0.0008915040174653188
200,199.99999999999997,0.793684975714358,-0.003501068,3.143481206186381e-05,0.0008553848125854185
201,200.99999999999997,0.7933070304877936,-0.00356424,3.0099662345459486e-05,0.0008190535379561191
202,201.99999999999997,0.7929290852612292,-0.003632361,2.873970184773949e-05,0.0007820471275733742
203,202.99999999999997,0.7925511400346643,-0.003677908,2.735826121101292e-05,0.0007444562128315039
204,203.99999999999997,0.7921731948080994,-0.003692038,2.5965543255643507e-05,0.0007065584266162242
205,204.99999999999997,0.7917952495815355,-0.003659368,2.4576328852524344e-05,0.000668755976914459
206,205.99999999999997,0.7914173043549706,-0.003609268,2.3202755712606556e-05,0.0006313791476670415
207,206.99999999999997,0.7910393591284057,-0.003290955,2.189880254006594e-05,0.0005958967742423573
208,207.99999999999997,0.7906614139018417,-0.003072332,2.069631556661067e-05,0.0005631754367518969
209,208.99999999999997,0.7902834686752769,-0.002744812,1.9597034663091234e-05,0.0005332624794933909
210,209.99999999999997,0.789905523448712,-0.002417142,1.8621566726068225e-05,0.0005067186446884806
211,210.99999999999997,0.789527578222148,-0.002366351,1.7717617553240648e-05,0.0004821209345999281
212,211.99999999999997,0.7891496329955832,-0.002348593,1.682662226408096e-05,0.00045787571764324805
213,212.99999999999997,0.7887716877690183,-0.002308036,1.5946646912864826e-05,0.0004339303684743569
214,213.99999999999997,0.7883937425424539,-0.002319674,1.5072136460652205e-05,0.00041013372678304566
215,214.99999999999997,0.7880157973158894,-0.002318591,1.4195631402506389e-05,0.0003862828090992777
216,215.99999999999997,0.7876378520893246,-0.002005216,1.3378550294388097e-05,0.000364048899471971
217,216.99999999999997,0.7872599068627602,-0.001607578,1.2695831170957493e-05,0.0003454711657067784
218,217.99999999999997,0.7868819616361953,-0.001038146,1.21958617926538e-05,0.00033186630584259013
219,218.99999999999997,0.7865040164096309,-0.000283728,1.1946063808443876e-05,0.0003250689564107847
220,219.99999999999997,0.7861260711830664,0.00054133,1.1994743531570622e-05,0.0003263935991591343
221,220.99999999999997,0.7857481259565016,0.001549926,1.2389933642932906e-05,0.0003371472699200085
222,221.99999999999997,0.7853701807299367,0.002544474,1.3163663110755946e-05,0.00035820152131884394
223,222.99999999999997,0.7849922355033727,0.003500257,1.4305951724414461e-05,0.00038928477798949997
224,223.99999999999997,0.7846142902768078,0.004247121,1.5769993991160242e-05,0.0004291233975903712
225,224.99999999999997,0.784236345050243,0.004784115,1.7476650259249407e-05,0.00047556388049048193
226,225.99999999999997,0.783858399823679,0.004881463,1.9303179792793292e-05,0.0005252662811174488
227,226.99999999999997,0.7834804545971141,0.004875779,2.1147031311961083e-05,0.0005754400369857754
228,227.99999999999997,0.7831025093705497,0.004417107,2.290313226431556e-05,0.0006232259782872404
229,228.99999999999997,0.7827245641439848,0.003848163,2.4465041935699336e-05,0.0006657277056366085
230,229.99999999999997,0.7823466189174204,0.003102171,2.577846471486414e-05,0.000701467760184741
231,230.99999999999997,0.781968673690856,0.002110321,2.676348294981721e-05,0.0007282714718353904
232,231.99999999999997,0.7815907284642911,0.001089903,2.7368237642185938e-05,0.0007447276853535094
233,232.99999999999997,0.7812127832377262,0.000214226,2.761468230737317e-05,0.0007514337863261824
234,233.99999999999997,0.7808348380111623,-0.00063087,2.753594800188478e-05,0.0007492913167287282
235,234.99999999999997,0.7804568927845974,-0.001299488,2.7171163206054392e-05,0.0007393650167527236
236,235.99999999999997,0.7800789475580325,-0.00169725,2.6604861794872025e-05,0.0007239551703213922
237,236.99999999999997,0.7797010023314686,-0.001914456,2.5922348273644672e-05,0.0007053830312771654
238,237.99999999999997,0.7793230571049037,-0.00180155,2.5220124908851975e-05,0.000686274560066834
239,238.99999999999997,0.7789451118783388,-0.001630675,2.457152838122914e-05,0.0006686253494358824
240,239.99999999999997,0.7785671666517748,-0.00141343,2.3996275904273432e-05,0.0006529719320964793
241,240.99999999999997,0.77818922142521,-0.001362726,2.3471658450074103e-05,0.0006386963639188744
242,241.99999999999997,0.7778112761986451,-0.001364914,2.2956209191180778e-05,0.0006246702750449199
243,242.99999999999997,0.7774333309720807,-0.001534169,2.2408361900548496e-05,0.0006097625908157068
244,243.99999999999997,0.7770553857455162,-0.001712681,2.179479617111287e-05,0.0005930666167647327
245,244.99999999999997,0.7766774405189514,-0.001820389,2.1127142700303583e-05,0.0005748988402920666
246,245.99999999999997,0.776299495292387,-0.001644601,2.0472354485006554e-05,0.000557081145256298
247,246.99999999999997,0.7759215500658221,-0.001150313,1.9944192282527276e-05,0.0005427091195641027
248,247.99999999999997,0.7755436048392577,-0.0004618,1.9639547076010913e-05,0.0005344193011815972
249,248.99999999999997,0.7751656596126932,0.000383271,1.9624707245662466e-05,0.0005340154888261606
250,249.99999999999997,0.7747877143861284,0.001547581,1.9989585393963817e-05,0.0005439443290523096
251,250.99999999999997,0.7744097691595635,0.002724242,2.079684294975324e-05,0.0005659109262028878
252,251.99999999999997,0.7740318239329995,0.003798055,2.202937845844653e-05,0.0005994499259918362
253,252.99999999999997,0.7736538787064347,0.004907272,2.367444685111347e-05,0.000644214517425763
254,253.99999999999997,0.7732759334798698,0.005709508,2.56807275123567e-05,0.0006988081954167087
255,254.99999999999997,0.7728979882533058,0.006301267,2.795043505165239e-05,0.0007605700839339147
256,255.99999999999997,0.7725200430267409,0.006616465,3.039153262537275e-05,0.0008269957328765635
257,256.99999999999994,0.7721420978001761,0.006629226,3.2894605468372556e-05,0.0008951078148092745
258,257.99999999999994,0.7717641525736116,0.006653929,3.540475798135637e-05,0.0009634125443764147
259,258.99999999999994,0.7713862073470472,0.006438518,3.787887190520635e-05,0.0010307366139748733
260,259.99999999999994,0.7710082621204823,0.006179826,4.026339334618135e-05,0.0010956227479170838
261,260.99999999999994,0.7706303168939179,0.005863659,4.2539282179657496e-05,0.0011575528380177345
262,261.99999999999994,0.770252371667353,0.00558962,4.4703638242938754e-05,0.0012164479668295267
263,262.99999999999994,0.7698744264407886,0.005316635,4.676462175141188e-05,0.0012725301851252003
264,263.99999999999994,0.7694964812142242,0.005267568,4.8764746251832216e-05,0.001326956345446202
265,264.99999999999994,0.7691185359876593,0.005412446,5.078297640730374e-05,0.001381875185740038
266,265.99999999999994,0.7687405907610945,0.005720653,5.2886827219264274e-05,0.0014391238827882317
267,266.99999999999994,0.7683626455345305,0.006174875,5.5134756231797016e-05,0.0015002931474018225
268,267.99999999999994,0.7679847003079656,0.006500669,5.753008690625176e-05,0.0015654734155712733
269,268.99999999999994,0.7676067550814016,0.006562638,5.999869416815069e-05,0.0016326476412644561
270,269.99999999999994,0.7672288098548368,0.006391925,6.244675179219086e-05,0.0016992626828246486
271,270.99999999999994,0.7668508646282719,0.005983565,6.47853804781398e-05,0.0017629000112839527
272,271.99999999999994,0.7664729194017075,0.005528341,6.696081543881995e-05,0.0018220966122520462
273,272.99999999999994,0.766094974175143,0.00489425,6.89303996972625e-05,0.0018756917302525443
274,273.99999999999994,0.7657170289485782,0.004522796,7.070996348928211e-05,0.0019241161279465648
275,274.99999999999994,0.7653390837220138,0.004398976,7.239593405923094e-05,0.001969993724324811
276,275.99999999999994,0.7649611384954489,0.004592271,7.409503350148756e-05,0.0020162285755183987
277,276.99999999999994,0.764583193268884,0.005127746,7.593185051512591e-05,0.002066210912739714
278,277.99999999999994,0.76420524804232,0.005842335,7.800489538961439e-05,0.0021226213375246856
279,278.99999999999994,0.7638273028157552,0.00666468,8.036837869852528e-05,0.002186934994729406
280,279.99999999999994,0.7634493575891903,0.007615303,8.306690440366206e-05,0.0022603656199866097
281,280.99999999999994,0.7630714123626263,0.008467985,8.610620536719388e-05,0.0023430692124230775
282,281.99999999999994,0.7626934671360615,0.009211586,8.94471601007738e-05,0.0024339812221088825
283,282.99999999999994,0.7623155219094966,0.009496925,9.298255631506441e-05,0.002530184254028548
284,283.99999999999994,0.7619375766829326,0.009492192,9.657097937847771e-05,0.002627830220021099
285,284.99999999999994,0.7615596314563677,0.00914644,0.00010009317037552477,0.002723673919673888
286,285.99999999999994,0.7611816862298029,0.008561176,0.00010343942484604419,0.0028147301425485564
287,286.99999999999994,0.7608037410032384,0.007515649,0.00010647750447957636,0.0028974005009026697
288,287.99999999999994,0.760425795776674,0.00640506,0.00010910813723804876,0.002968983664964811
289,288.99999999999994,0.7600478505501091,0.004979604,0.00011125952694546965,0.003027525961259084
290,289.99999999999994,0.7596699053235447,0.003622648,0.00011288511698602253,0.0030717605197301996
291,290.99999999999994,0.7592919600969799,0.00215772,0.0001139774482327159,0.0031014843671925345
292,291.99999999999994,0.7589140148704154,0.001065556,0.00011458655912176601,0.0031180591188611144
293,292.99999999999994,0.758536069643851,0.00021603,0.00011482874377733201,0.003124649299066572
294,293.99999999999994,0.7581581244172861,-0.000358174,0.00011480188245418961,0.003123918365227466
295,294.99999999999994,0.7577801791907213,-0.000536298,0.00011463285174284177,0.003119318805253546
296,295.99999999999994,0.7574022339641573,-0.000534608,0.00011443047983744208,0.0031138119851703786
297,296.99999999999994,0.7570242887375924,-0.000403532,0.00011425319707001743,0.0031089878753112286
